MISC,freq,UNI,freq.1,COR,freq.2,FUND,freq.3,IND,freq.4
Alberta Children's Hospital Doctoral Nursing Scholarship in Family-Centred Care,2.0,Keele University Research Strategy Fund,2.0,,,South Beach AIDS Project,4.0,Scott Meacham,4
International Health Policy Conference (IHPC),2.0,ES-SEC Paris,2.0,,,Family Caregiving at End of Life New Emerging Team,4.0,Patricia Cortes,4
2015 EuroQol conference,2.0,Electricite de France,2.0,,,AERA Grants Program,4.0,Carlos Ponton,4
Applied Micro and Development Workshop,2.0,PRC,2.0,,,Traineeships in AIDS Prevention Studies,4.0,Parwin Hussaini,4
2013 Joint Statistical Meetings,2.0,Joint Lab of Data Science and Business Intelligence at SWUFE,2.0,,,National Program of Cancer Registries,4.0,Thomas Scher,4
PHS,2.0,Bioethics Reading Group,2.0,,,"Iranian Ministry of Science, Research and Technology",4.0,Stewart,4
Evolution and Foundations of Financial Markets,2.0,UNE) Mathematics Department,2.0,,,Research Priming Funds,4.0,Bryan Rhodes,4
The Re-emergence of Political Labour in Indonesia,2.0,Center for Public Opinion,2.0,,,Pirkanmaa Regional Fund,4.0,Katelyn Merritt,4
INED-Paris,2.0,Universite Aix-Marseille,2.0,,,Great Ormond Street Hospital for Children NHS Foundation Trust,4.0,Parolin,4
H2020,2.0,Research Expense Grant,2.0,,,UW CFAR NIAID,4.0,S. L. Schensul,4
GLODERS Project,2.0,Institut d'etudes avancees de Paris,2.0,,,USC Center for Risk and Economic Analysis of Terrorism Events,4.0,Annie Carrier,4
TRRC,2.0,University of Utah Center for Clinical and Translational Science (CCTS),2.0,,,Utah Population Database (UPDB),4.0,Christian Helmers,4
Toronto Housing Outreach Program - Collaborative,2.0,Centre for Research on Ageing,2.0,,,Engelberg Foundation,4.0,Leoni Keskinkilic,4
2012 Eastern Sociological Society Annual Meeting,2.0,Calgary Institute for the Humanities (CIH),2.0,,,Division of Clinical Services and Professional Development of the Illinois Department of Children and Family Services (IDCFS),4.0,Radka Peeva,4
The London Journal,2.0,Jackson State University,2.0,,,NHGRI/NIH,4.0,Helene Lycaki,4
Cardiff Carers,2.0,Max Planck Institute of Jena,2.0,,,Enterprise Project Grant,4.0,Tim Krahn,4
Robust Risk Estimation,2.0,Department of Consumer Science,2.0,,,Foundation for Alcohol Research,4.0,Kent Weaver,4
Homelessness Partnering Strategy,2.0,Center for Mental Health Services Research,2.0,,,ClinSeq,4.0,Jim Gatheral,4
Department of History and Theory of International Relations,2.0,El Instituto Materno Infantil,2.0,,,CIHR/Canadian Cancer Society Strategic Training Program in Palliative Care Research,4.0,Patricia Fraile,4
Sociological Analysis of the Shaping and Social Recognition of Study Programs with a Transnational Profile,2.0,"Dongseo University, Research Fund of 2015",2.0,,,Palestinian American Research Center,4.0,Stephan Scheel,4
2015 IAREP,2.0,Department of Recreation and Leisure Studies,2.0,,,Waverly Care,4.0,"T., Millar",4
Working with Fish from Sea to Table,2.0,Caltech Social Science Experimental Laboratory,2.0,,,US Army Engineer Research and Development Centre,4.0,Annette Jackle,4
Committee for Children,2.0,Research Platform for Collaboration for Health at Kristianstad University,2.0,,,Chief Scientific Advisor,4.0,Nathan Wilmers,4
67th Econometric Society European Meeting,2.0,Jacobs University Bremen,2.0,,,International Development Research Centre (IDRC) Doctoral Research Award,4.0,Patrick Curran,4
Shultz Graduate Student Fellowship in Economic Policy,2.0,Muhimbili University College of Health Sciences,2.0,,,Global Health Research Initiative (GHRI),4.0,Rahul Deb,4
2013 Australian Conference of Economists,2.0,Ecole Polytechnique (Paris),2.0,,,Open Society Initiative for South Africa (OSISA),4.0,Xiaowen Zhou,4
Charter Secretariat,2.0,University of Pennsylvania's Graduate and Professional Student Association's Provost Fellowship for Interdisciplinary Innovation,2.0,,,Financial Policy Committee,4.0,Chihwa Kao,4
Interdisciplinary Research Fund,2.0,University of California-Hastings Faculty Seminar,2.0,,,New South Wales Food Authority,4.0,Sue McKee,4
Mobility Doctoral Fellowship,2.0,Regents of the University of California,2.0,,,HSBC France,4.0,Colin Lindsay,4
July 2008 Conference,2.0,Comparative Cognitive Anthropology,2.0,,,International Association of Schools of Social Work (IASSW),4.0,Antonia Clifford,4
Design Research Society Conference,2.0,"Institute for Tourism Research, Mashhad, Iran",2.0,,,American Academy of Religion,4.0,Elisabeth Wide,4
"2014 Annual Meeting of the American Sociological Association, San Francisco, CA",2.0,"University of Fribourg, Switzerland",2.0,,,Consortium for Advanced Research Training in Africa (CARTA),4.0,Zaheer Baber,4
JUSTFOOD,2.0,National Child Welfare Workforce Institute University Partnership Grant,2.0,,,Families of Inequalities-FamIne,4.0,Daniel Hungerman,4
Santa Fe Insitute in Santa Fe NM,2.0,UGC Faculty Development Programme,2.0,,,NIDA Training Grant,4.0,Ben Baumberg,4
UGC Non-NET,2.0,University of South Australia Scholarship,2.0,,,Internet-based HIV Prevention for Indian MSM (ISHKonnect),4.0,Marco Mariotti,4
Mobilizing for Democracy: Democratization,2.0,Clinical Research Center at UCHC,2.0,,,State Scholarships Foundation (IKY),4.0,A. Martyr,4
NZESG meeting,2.0,Wong Magna Fund in Ningbo University,2.0,,,United States Public Health Service (USPHS),4.0,Stefan Straetmans,4
"International Statistical Institute conference 2011 (Dublin, Ireland",2.0,Tsinghua International Conference on Econometrics at Tsinghua University,2.0,,,National Academy of Sciences,4.0,Judith Walsh,4
2017 Volatility Institute,2.0,SOLE,2.0,,,Pottstown TraumaInformed Community Connection (PTICC),4.0,Elizabeth Murphy,4
Atlantic Philanthropies,2.0,Northwestern University Graduate Program in Genetic Counseling,2.0,,,Conceiving Together,4.0,Juan Delgado,4
European Association for the History of Medicine and Health Conference,2.0,Chris Matthews International Graduate Student Scholarship,2.0,,,Caregiver-Friendly Workplace Policies,4.0,Brian Bloomfield,4
"Econometrics,Econoetries",2.0,Ohio University Heritage College of Osteopathic Medicine,2.0,,,Lansforsakringsbolagens forskningsfond,4.0,Jerry Busby,4
UN Demobilization camp,2.0,University of Klagenfurt (Austria,2.0,,,7th Framework Programme for Collaborative Projects in the Social Sciences and Humanities,4.0,Ellen Stewart,4
Institut Mittag-Leffler,2.0,Escuela Militar de Graduados de Sanidad,2.0,,,Centre for Chronic Diseases and Disorders,4.0,Eduardo Romanos,4
Occasional California Workshop on Environmental and Resource Economics,2.0,Tulane/Xavier Center for Bioenvironmental Research,2.0,,,New Zealand Ministry of Health,4.0,Paul Higgs,4
MSc in Child Health,2.0,Chico Mendes Institute for Conservation and Biodiversity - ICMBIO,2.0,,,Scientific and Technical Research Council of Turkey (TUBITAK,4.0,Peter Andree,4
Minnesota Longitudinal Study of Risk and Adaptation,2.0,Lucy Cavendish College,2.0,,,Rocky Mountain Research Station,4.0,Linda Renzulli,4
fourth IAAE Conference,2.0,Michigan State University Kinship Caregiver Resource Center,2.0,,,"KEMRI Wellcome Trust Research Programme in Kilifi, Kenya",4.0,Josh Gottlieb,4
IAST,2.0,Columbia University Provost's Office Hybrid Learning,2.0,,,Morris Animal Foundation,4.0,Martin Ndayisenga,4
Medical Scientist Training Program,2.0,Research and Technology Deputy,2.0,,,Conseil des arts et des lettres du Quebec,4.0,Lena Salaymeh,4
Evaluating Social Interventions program,2.0,Italian Scuola Interpolitecnica di Dottorato,2.0,,,Workplace Safety and Insurance Board,4.0,Bertrand Melenberg,4
Middle East Sociology Working Group of ASA 2012,2.0,"Universidad de Zaragoza (Zaragoza, Spain",2.0,,,Academia Sinica Investigator Award,4.0,Chun,4
IZA/WB Employment Conference,2.0,University of Applied Sciences Arnhem/Nijmegen,2.0,,,Rehaklinik Bellikon,4.0,Georgy Egorov,4
SOFIA,2.0,University of Toronto Health and Wellness and Faculty of Arts and Science Undergraduate Colleges of St George Campus,2.0,,,National Survey on Child and Adolescent Well-Being,4.0,Ron Harris,4
CESG 2018,2.0,State of Kerala,2.0,,,American Cancer Society Research Scholar Grants,4.0,Micael Castanheira,4
Social Movements Workshop,2.0,Nethersole Institute of Continuous Holistic Education,2.0,,,Northern Ireland Public Health Agency,4.0,Pedro Sant'Anna,4
SICS,2.0,Stanford Freeman Spogli Institute,2.0,,,Department of Public Health Sciences,4.0,Y. Fan,4
"Schiff Fund for Research on Wildlife, Habitat, and the Environment",2.0,Community Clinic at St. Francis House,2.0,,,Sheppard Pratt Health System,4.0,Kee-Lee Chou,4
"2015 Annual Conference of the Society for Chaos Theory in Psychology & Life Sciences, in Gainesville, Florida",2.0,"Queen's University, Canada",2.0,,,Susan G. Komen for the Cure,4.0,Roberts,4
World Meeting of the Public Choice Society 2007 in Amsterdam,2.0,College of Engineering & Informatics Postgraduate Fellowship Scheme,2.0,,,Foundations' Postdoc Pool (Saatioiden postdoc,4.0,Ipsos MORI,4
Right To Play China,2.0,University of Oklahoma Health Sciences Center (OUHSC),2.0,,,CAF-The Development Bank of Latin America,4.0,Michael Enku Ide,4
Young Scholars Program,2.0,"Flinders University, Australia",2.0,,,Journal of Social Philosophy,4.0,Lisa F. Berkman,4
Centers for Non-Profit Management and Diversity in Public Policy,2.0,Faculty of Mathematics of the University of Vienna,2.0,,,The Governmental Gender Research Fund,4.0,Brad Wyble,4
Happiness in China,2.0,Student/Faculty Research Grant,2.0,,,Aussie Farmers Foundation,4.0,Stephen G. West,4
Improve Programme,2.0,Scottish Universities' Insight Institute,2.0,,,"Queensland Civil and Administrative Tribunal, Office of the Public Guardian (Queensland)",4.0,Francois Laisney,4
Society for Toxicology and Chemistry Nanotechnology Advisory Group,2.0,Kyoto University (KIER) Joint Usage and Research Center,2.0,,,Economic and Social Research Council/Department for International Development,4.0,Yazhen Wang,4
"Views on Human Beings in Social Work - Welfare Policies, Technologies and Knowledge of Human Beings' at the Department of Sociology and Social Work",2.0,GeorgetownHoward Universities Center for Clinical and Translational Science,2.0,,,French Agency of AIDS Research (ANRS),4.0,Stephanie A. Fryberg,4
Department of Primary Health Care and General Practice,2.0,Lawrence S. Bloomberg Faculty of Nursing,2.0,,,Ontario Ministry of Labour,4.0,Jeff Vallance,4
"Sociologists for Women in Society's Gender, Professions, and Organizations Writing Workshop",2.0,Center on Aging,2.0,,,LJC,4.0,Kate Baxter,4
Workshop on Multivariate Models for Risk Assessment 2013,2.0,University of Washington Department of Philosophy,2.0,,,Netherlands Institute for Advanced Studies (NIAS),4.0,Thomas Kerr,4
2014 Australian Conference of Economists and Econometric Society Australasian Meeting in Hobart,2.0,Bank of Italy,2.0,,,Ideas-Teams,4.0,Tim Guinnane,4
Florida Philosophical Association,2.0,"Society for French Historical Studies in Cambridge, Massachusetts",2.0,,,Wayne F. Placek Grant,4.0,Shawna J. Lee,4
Target-based solutions,2.0,Research Group for Philosophical Hermeneutics at Aarhus University,2.0,,,Society of Family Planning (SFP,4.0,Daniel Fuller,4
Public Management Research Conference 2017 in Washington,2.0,Women s Health Research at Yale,2.0,,,Academic Health Sciences Centre Innovation Funds 2012-2014,4.0,Elisa Alos,4
2015 BBCRST conference,2.0,Chung-Ang University Grants,2.0,,,Endeavour Research Fellowship,4.0,Frank Schneider,4
Programas de Ayudas para la Formacion y Perfeccionamiento del Personal Investigador,2.0,University of British Columbia Behavioural Research Ethics Board,2.0,,,ASU's) Center for Population Dynamics (CePoD) Seed Grant Program Award,4.0,Lee Alston,4
4th International Seminar,2.0,Open University Higher Education Impact Fund,2.0,,,"Economy, Science, and Innovation Department of the Flemish Government",4.0,Helmut Herwartz,4
Canceropole Ile-de-France,2.0,University of Prague,2.0,,,Connecticut Department of Public Health,4.0,Andre Blais,4
SEARCH,2.0,Freiwillige Akademische Gesellschaft Basel,2.0,,,MOE Project for Key Research Institutes of Humanities and Social Science in Universities,4.0,LaTonya Trotter,4
Comportamiento electoral y politicas publicas',2.0,Graduate School for the Humanities at the University of Groningen,2.0,,,The Scandinavian Research Council for Criminology,4.0,Alexandra Couto,4
Marche des risques et creation de valeur,2.0,School of Advanced International Studies,2.0,,,NIHR Collaboration for Leadership in Applied Health Research and Care East Midlands (CLAHRC EM),4.0,James Gunn,4
"CreditMarket Turmoil: Causes, Consequences, and Cures",2.0,Newa,2.0,,,British Columbia Centre for Disease Control (BCCDC),4.0,K. Kang,4
Innovations Analysis of Urban Agriculture,2.0,Centre for Risk Studies,2.0,,,Committee on Knowledge Extension Research of the Society of Actuaries,4.0,Marcus Wallenberg,4
COST A23,2.0,Sam Houston State University,2.0,,,Save the Children Canada,4.0,Javier Gardeazabal,4
TransJudFare,2.0,"Edith Cowan University, Western Australia",2.0,,,Royal Brisbane and Womens Hospital (RBWH),4.0,Michael Masson,4
Ethnography and Oral History Working Group,2.0,Ipsos MORI,2.0,,,Grants for Young Researchers Program,4.0,Laura Vaughan,4
WIVW,2.0,Yale University (SoM),2.0,,,European Commission under the Marie Curie Intra-European Fellowship FP7-PEOPLE-2011-IEF,4.0,Steele,4
Growing Up Today Study,2.0,SPECTRUM Community Services,2.0,,,African Health Initiative of the Doris Duke Charitable Foundation,4.0,Michael Gaddis,4
NHGRI,2.0,School of Veterinary Medicine,2.0,,,Health Profession Opportunity Grants (HPOG),4.0,Collegio Carlo Alberto,4
Second CIREQ-CEMMAP Workshop on Incomplete Models,2.0,Hellenic Observatory,2.0,,,Australian Postgraduate Award Scholarship,4.0,Jinseo Cho,4
Quasi-Maximum Likelihood Estimation of Heteroskedastic Fractional Time Series Models,2.0,NIHR Oxford Diagnostic Evidence Cooperative,2.0,,,Wellcome Trust Seed Award in Humanities and Social Science,4.0,Jasper Littmann,4
Program Manager at ANCS,2.0,Institute of Tropical Medicine Antwerp,2.0,,,Science Foundation of Education Department of Shaanxi,4.0,Wei Zhang,4
Marie Curie Academy Outgoing,2.0,Center for Urban and Regional Affairs,2.0,,,National Alliance for Life and Health Sciences,4.0,Kosuke Takemura,4
Getting Collaborative Design Done,2.0,Finance and Financial Markets' of the University of Zurich,2.0,,,MOE (Ministry of Education in China) Liberal arts and Social Sciences Foundation,4.0,Nina Konglevoll,4
Doctoral Workshop in Applied Econometrics 2015,2.0,Environmental Management Leadership (EML) Program of Kyoto University,2.0,,,Otto Monsteds Fond,4.0,Arye Hillman,4
ECINEQ,2.0,Connaught Fund at the University of Toronto,2.0,,,Israeli Public Forum for Youth Villages,4.0,Rebecca Forbes,4
Mathematical Social Sciences,2.0,Human Research Ethics Committee for Life Sciences,2.0,,,Cape Town: Centre for Social Science Research,4.0,Betsy Rogers,4
Controller of HMSO,2.0,University Tuition Grant,2.0,,,"Japan Society for the Promotion of Science and the Ministry of Education, Culture, Sports, Science and Technology of the Japanese Government",4.0,A. Waterreus,4
DISCIT,2.0,"1350 University Avenue, Madison",2.0,,,Ingrid - Inclusive Growth Research Infrastructure Diffusion,4.0,Essie Maasoumi,4
Languages of Emotion,2.0,Heriot-Watt University,2.0,,,Ministry of Education and Integration in Norway,4.0,Lee-Fay Low,4
Improving Measurement of Unintended Pregnancy and Unmet Need for Family Planning,2.0,University of Idaho CLASS Excellence in Teaching the Humanities Endowment,2.0,,,Minnesota Department of Health,4.0,"R., Freeman",4
French Investissements d'Avenir program,2.0,Uppsala County,2.0,,,Alzheimer's Research Trust,4.0,Nicola Mackintosh,4
MIDUS (Midlife,2.0,Peel Social Lab at the University of Toronto,2.0,,,"Indian Council of Medical Research, Division of Epidemiology and Communicable Diseases",4.0,Moore,4
R+D Project CSO2015-64551-C3-1-R,2.0,British Columbia Child and Family Research Institute (CFRI),2.0,,,Cooperation of Excellences Grant,4.0,Alastair Owens-as,4
ASTIN,2.0,Peace Research Institute Frankfurt (PRIF),2.0,,,Isabelle Krieger Foundation,4.0,Louise Reardon,4
