MISC,freq,UNI,freq.1,COR,freq.2,FUND,freq.3,IND,freq.4
Remote Measuring and Control Laboratory,2.0,Pablo de Olavide University of Seville,2.0,,,Brazilian funding agency CNPq (Conselho Nacional de Desenvolvimento Cientifico e Tecnologico),4,Gabriel Rodrigues de Campos,2.0
BENEFIT,2.0,Middle-Aged College and University Backbone Teachers Cultivation Program,2.0,,,Office of Advanced Scientific Computing Research,4,Nicholas Sterling,2.0
Research Grants for Returned High-level Overseas Chinese Talents,2.0,UCLA IPAM,2.0,,,French Brittany council,4,Marius Kloft,2.0
Lisa Compute Cluster,2.0,Glenn L. Martin Institute Chaired Professorship,2.0,,,"MSIP (Ministry of Science, ICT and Future Planning)",4,Radu Gatej,2.0
"Mathcard, Mathematical Modelling and Simulation of the Cardiovascular System",2.0,Richard L. Roudebush VA Medical Center in Indianapolis,2.0,,,World Health Organization (WHO),4,Shinji Maeda,2.0
PREDICT,2.0,Wuhan University of Technology international exchange program,2.0,,,Ministry of Higher Education Malaysia (MOHE) Fundamental,4,Sebastian Skals,2.0
Interdisciplinary Workshop in Louvain-la-Neuve 2012,2.0,International Exchange Program of Harbin Engineering University for Innovation-oriented Talents Cultivation,2.0,,,Chinese National Human Genome Center at Shanghai,4,Jenny Bienias,2.0
EMA,2.0,University of British Columbia-Okanagan Campus,2.0,,,Hunan Provincial Social Science Foundation of China,4,Weihua Zhao,2.0
Cloud Computing,2.0,Graduate Scientific Research Foundation of Wenzhou University,2.0,,,"Ministry of Education (MOE), Malaysia",4,Wainer Lusoli,2.0
French-Polish cooperation program,2.0,"Carle Hospital, Urbana, IL",2.0,,,"DRDO, Government of India",4,Tim Rawcliffe,2.0
Accelerated Strategic Computing Program,2.0,Doctoral Start-Up Foundation of Jiangxi Normal University,2.0,,,Spanish Ministry of Economy and Competitiveness and FEDER funds,4,Jan Wielemaker,2.0
Attention Home for the Aged,2.0,University of Richmond,2.0,,,Tencent Project,4,Pepijn Vemer,2.0
GeCONiI-Upper Silesian Center for Computational Science and Engineering,2.0,Northern Arizona University,2.0,,,Ecological Sequestration Trust,4,H Juch,2.0
UBC MS/MRI Research Group,2.0,"University Hospitals (Paris, Lille, Rouen & Nice",2.0,,,URGC,4,Stapleton,2.0
"Key Laboratory of Digital Content Anti-Counterfeiting and Security Forensics of the state Administration of Press, Publication, Radio, Film and Television of the People's Republic of China",2.0,George Institute for Global Health,2.0,,,Schweizerischer Nationalfonds zur Forderung der Wissenschaftlichen Forschung,4,Shuiguang Deng,2.0
Challenge Grant,2.0,Duke University Hartford Center of Excellence,2.0,,,Scullen Center for Cancer Data Analysis,4,Jamie Tice,2.0
"Second International Conference on Advanced Computing, Networking & Security",2.0,Institute of Well Ageing,2.0,,,United Kingdom Medical Research Council,4,J. Macias,2.0
Madrid-MIT M+Vision Consortium,2.0,"University of the South Pacific, Laboratory for Medical Science Mathematics",2.0,,,National Health Research Institute (NHRI),4,Luana Portes,2.0
"CDAC, Pune, Maharashtra, India",2.0,Zhongnan Hospital of Wuhan University,2.0,,,"Department of Higher Education, New Delhi, India",4,Annibale Gatta,2.0
Mintlab,2.0,Taylor's University Research Grant,2.0,,,American Heart Association Grant-in-Aid,4,Charles Carrigan,2.0
SENTIPAT,2.0,Ocean Engineering Department,2.0,,,Jiangsu Overseas Research & Training Program,4,Daniel Goldberg,2.0
project-ID 9809,2.0,Beijing University of Technology. Research fund of Beijing Polytechnic,2.0,,,National Institute On Aging of the National Institutes of Health,4,Maitreyi Bandlamudi,2.0
RDC program,2.0,"Chongqing Engineering Laboratory for Detection, Control and Integrated System, Chongqing Technology and Business University",2.0,,,"European Commission, Directorate General for Information, Society and Media, Brussels",4,Kris Tregenza,2.0
DIFUTURE,2.0,University of Toronto Medical Alumni Association,2.0,,,"VHA Office of Health Informatics, Human Factors Engineering",4,Serge Abiteboul,2.0
FRB Atlanta,2.0,Trimbos Institute,2.0,,,JSPS Innovation Program,4,Eleanor Pullenayegum,2.0
"Real-time Data Processing Platform for Smart Cities: Making sense of Big Data - Executive Unit for Financing EDUCATION HIGHER ResearchDevelopment and Innovation, Romania",2.0,National Institute of Bioimaging and Biomedical Engineering,2.0,,,Postdoctoral Science Foundation of Central South University,4,Inria,2.0
project BREAKBEN,2.0,"South China University of Technology, Guangzhou, China",2.0,,,Juvenile Diabetes Research Foundation International,4,Yves Levy,2.0
Research Scholar Junior 1 Career Development Award,2.0,NASA Jet Propulsion Lab,2.0,,,UH-nett Vest in Norway,4,Salvador Garcia,2.0
"General Electric Energy in Marietta, Georgia",2.0,University and Research (Rita Levi Montalcini Fellowship programme,2.0,,,George and Marie Vergottis Foundation,4,Marcin Jarzab,2.0
Kisima Clinic,2.0,Department of Nuclear Medicine,2.0,,,Office of Higher Education Commission (OHEC),4,Peter Davies,2.0
Ontario Telemedicine Network,2.0,Stockholm County Council,2.0,,,Natural Sciences and Engineering Research Council of Canada (NSERC) Collaborative Health Research Program,4,Luca Formaggia,2.0
RING,2.0,Graduate School of Health at Aarhus University,2.0,,,Laboratoire d'information quantique,4,D. Freni,2.0
Adelaide to Outback GP Training Program,2.0,Henan Polytechnic University Innovative Research Team,2.0,,,MRC Health e-Research Centre,4,Bo-Yu Wong,2.0
Scalable IoT Management and Key security aspects in 5G systems,2.0,"Graduate School for International Development and Cooperation, Hiroshima University",2.0,,,Health and Care Research Wales,4,Ioanna Iacovides,2.0
Protein Dynamics Simulations,2.0,Rajamangala University of Technology Krungthep,2.0,,,Technology development Program,4,Louise Defter,2.0
"2013 Annual Meeting of the Society for Adolescent Health and Medicine, Atlanta",2.0,"Universidad Complutense, Madrid",2.0,,,Labex SMART,4,Carolina Ibanez,2.0
BEACON,2.0,"Uppsala University, Sweden",2.0,,,Scientific Research Project of Liaoning Province Department of Education,4,Eliza Hartley,2.0
"Linnaeus Centre for Research on Learning, Interaction and Mediated Communication in Contemporary Society (LinCS)",2.0,Castilla-La Mancha University,2.0,,,National Institute of General Medical Sciences of the NIH,4,Guk Chin Song,2.0
ADGPRS,2.0,Key Scientific Research Project of University in Henan Province of China,2.0,,,US National Science Foundation's Computer Systems Research Program,4,S. Tang,2.0
System Design,2.0,Federal Institute of Parana,2.0,,,Gilead,4,Thomas Gross,2.0
NICE Interventional Procedures Advisory Committee,2.0,UC Berkeley Institute for Data Sciences,2.0,,,Fund of National Engineering and Research Center for Commercial Aircraft Manufacturing,4,Brita Sander,2.0
Lizard,2.0,Herlev Hospital,2.0,,,Doctoral Fund,4,Ali Aalsaud,2.0
Clinical Research Enterprize,2.0,SIM Laboratory of the Universidade de Lisboa,2.0,,,National Health and Medical Research Council Partnership,4,Guangming Zhou,2.0
IMECH/SCCAS SHENTENG 1800/7000,2.0,Oxford Centre of Excellence in Medical Engineering,2.0,,,National Institutes of Health-National Institute of Neurologic Disorders and Stroke,4,Toni Pitassi,2.0
2 e-Bug games,2.0,Federal University of Rio Grande,2.0,,,Burroughs-Wellcome Big Data in the Life Sciences Training Program,4,Clare Martin,2.0
PROTECT consortium (Pharmacoepidemiological Research on Outcomes of Therapeutics,2.0,Oregon Climate Research Institute,2.0,,,U.S.A,4,Joshua Stein,2.0
Public Health Research program,2.0,"Fundamental Research Funds for the Central Universities, Research Funds of Renmin University of China",2.0,,,FET-Open,4,Paloma Chausa,2.0
Precision Medicine Technologies,2.0,University of Ministry of Education,2.0,,,European Commission within the Marie Curie ITN AUDIS,4,X. Qin,2.0
H2020 5G-PPP project SESAME,2.0,University of Alabama System's Collaborative Grant,2.0,,,National Center for Atmospheric Research,4,Julia Ragno,2.0
RDSL,2.0,"Instituto Nacional de Telecomunicacoes (Inatel), Brazil",2.0,,,FIS,4,Yannis Smaragdakis,2.0
VANS,2.0,Science Research Project of Beifang University of Nationalities,2.0,,,Ministry of Education United Fund,4,Jihua Dong,2.0
Discovery Scheme,2.0,Universite Paris-Dauphine,2.0,,,Unilever,4,Gary Slagle,2.0
RIASWorks,2.0,Vattenfall AB,2.0,,,ALN,4,Drs. Balint-Kurti,2.0
TAS,2.0,Advanced Structures Group,2.0,,,Meat and Livestock Australia,4,Carlo De Falco,2.0
COSMOS program,2.0,"Global Foundry, Singapore",2.0,,,National Council on Aging (NCOA),4,Ruofeng Tong,2.0
CENIT 2007,2.0,"Doctoral Dissertation Fellowship, University of Minnesota",2.0,,,Unified Research on Network-based Hard-Soft Information Fusion,4,Oumaima Makhlouk,2.0
Lorentz Center,2.0,Federal University of Sao Carlos,2.0,,,"Natural Science Foundation of Shanxi Province for Youths, China",4,Paola Leporati,2.0
VALi+d program,2.0,Hanse Institute for Advanced Study,2.0,,,EMSL,4,D.A.V. College Kanpur,2.0
Demokritos,2.0,School of Natural and Applied Sciences,2.0,,,State Key Program of the Natural Science Foundation of China,4,Koola,2.0
Green ICN,2.0,Center for Soft Computing Research at Indian Statistical Institute,2.0,,,"CCC INAOE, Mexico",4,L. Zimmermann,2.0
KF Cheng,2.0,Postdoctoral Fellowship of the University of Salamanca,2.0,,,"National R&D Program for Cancer Control, Ministry for Health and Welfare, Republic of Korea",4,Emily Foret,2.0
NARCOMS Registry,2.0,Cain Center of the School of Nursing,2.0,,,Internal Grant Agency,4,Kim-Chuan Toh,2.0
ResearchMatch,2.0,College of Arts and Science,2.0,,,CENIT (National Strategic Technical Research Consortia) Programme,4,Wei-Feng Wang,2.0
parkrun organization,2.0,Mongolian National University of Science and Technology,2.0,,,"B-1050 Brussels, Belgium",4,W. Scullin,2.0
Processing Architecture,2.0,"Western Sydney University, Penrith, Australia",2.0,,,National Key Research and Key Development Plan of China,4,Sumudu Karunaratna,2.0
Society for Experimental Biology (SEB),2.0,Rey Juan Carlos University,2.0,,,Laboratory Directed Research & Development (LDRD) program,4,Peter Tikuisis,2.0
11th ACM SenSys 2013,2.0,then-Section of Philosophy,2.0,,,German-Israeli Foundation,4,C. Pezoulas,2.0
Traffic Group of the Spanish Guardia Civil,2.0,Research Fund of Ulsan College,2.0,,,Ziekenhuis Oost-Limburg,4,Niko Moritz,2.0
Duwamish Tribe,2.0,Teesside Universities,2.0,,,CERCA Programme/Generalitat de Catalunya,4,Gui-Ping Huang,2.0
Indigenous Cadetship program,2.0,Institute of Oncology Ljubljana,2.0,,,Dalian Science and Technology Planning Project,4,Chris Karr,2.0
BBMRI-ERIC Common Service IT,2.0,Greater Manchester Clinical Research Network,2.0,,,NIH Medical Research Scholars Program,4,J. T. Kwok,2.0
Automata,2.0,IUPUI,2.0,,,National Institutes of Health Clinical Center,4,J. M. Navarro,2.0
INTELLIGENT PLATFORM FOR TOURISM,2.0,"Faculty of Biochemistry, Biophysics and Biotechnology of Jagiellonian University",2.0,,,Actions de Recherche Concertees (ARC) fund of the French community of Belgium,4,Bob Laddaga,2.0
JBH,2.0,Cixi Institute of Biomedical Engineering,2.0,,,Jessa Hospital,4,Spertus,2.0
HGS,2.0,BD Biochemistry Vitry,2.0,,,State Key Program,4,Yann Seznec,2.0
Sync for Science,2.0,Stuttgart University,2.0,,,NHMRC Research Fellowship,4,Rani Lill Anjum,2.0
ID Scenes,2.0,"Mittag-Leffler Institute in Djursholm, Sweden",2.0,,,Natural science foundation of Shanxi Province,4,Marja Kersbergen,2.0
Marie Curie Intra-European Research Fellowship for Career Development,2.0,Cardiovascular Research and Training Institute (CVRTI),2.0,,,Shandong Science and Technology Development Project,4,Anne-Marie McMahon,2.0
AA,2.0,Al AM University of Science and Technology,2.0,,,Erasmus Mundus Triple I Consortium,4,David Arrington,2.0
CoCoAlSeq,2.0,"National Chiao-Tung University (NCTU), Taiwan",2.0,,,Open Research Fund of Hunan Provincial Key Laboratory of Network Investigational Technology,4,T.Kothai,2.0
CominLabs excellence,2.0,"National University of Computer and Emerging Sciences (FAST-NU), Karachi, Pakistan",2.0,,,National Science Fund of China Key Program,4,Scott,2.0
Twelfth Five-Year Guideline,2.0,CMSD,2.0,,,Italian Ministry of Defense,4,Sonya Eremenco,2.0
LifeGuide Team,2.0,Johns Hopkins University Applied Physics Laboratory,2.0,,,Innovation Program of the Science and Technology Commission of Shanghai Municipality of China,4,Ken-ichi Nomura,2.0
NZIA DIGI,2.0,"Center for Nanotechnology, Materials Science, and Microsystems of National Tsing Hua University",2.0,,,China Medical Board,4,Feng Xie,2.0
Health System Performance Research Program,2.0,Eberhard Karls University of Tubingen,2.0,,,H2020-PHC-2014-2015 Project MyAirCoach,4,H. Kawasaki,2.0
University of Maryland Deepthought2 HPC cluster,2.0,Indian Institute of Technology (Banaras Hindu University,2.0,,,SUTD-MIT International Design Centre,4,Zhong Liu,2.0
Implicit Programming,2.0,"Doctoral Research Start-up Fund of North China University of Science and Technology, Hebei",2.0,,,Walloon region,4,Qun Huang,2.0
IC4U-Decision,2.0,"Obuda University, Budapest, Hungary",2.0,,,NSF CCF-1420349,4,Dreadz N,2.0
NIHR Leicester BRC,2.0,Research Pro-Rectory of Sao Paulo University (PRP-USP),2.0,,,Guangdong Province High-Level Personnel of Special Support Program,4,Alison Etherington,2.0
ESCUDO-CLOUD,2.0,Department of Computer Science (DIKU),2.0,,,Social Science Foundation for Young Scholars of Ministry of Education of China,4,Warren L,2.0
ISCIII combiomed network,2.0,Alfried Krupp Prize for Young University Teachers,2.0,,,Jiangsu Technology Planning Program,4,Po-Yen Pan,2.0
HS& TG,2.0,Integrated Research Institute of Construction and Environmental Engineering,2.0,,,National Institute for Occupational Safety and Health (NIOSH),4,Khurram Jawad,2.0
R&D Project DOUROTUR - Tourism and technological innovation,2.0,Universite Catholique de Louvain in Belgium,2.0,,,CDTI (Industrial Technology Development Centre),4,Adam Elshaug,2.0
Research Exchange Award,2.0,GeorgeWarren Brown School of Social Work,2.0,,,Science Research Program,4,Zichun Zhong,2.0
I2MINE,2.0,High Performance Computing and Networking (HPCN) Fund of the University of Amsterdam,2.0,,,National Prescribing Service,4,M. Kloft,2.0
WithShare,2.0,"Sleep, Circadian Rhythms & Neuroscience Institute",2.0,,,National Science Foundation of China Nos,4,W. Mulzer,2.0
SocSCI-SIRF,2.0,Institut fur Textiltechnik,2.0,,,NIGMS IDeA,4,Jeremie Gallegos,2.0
Research in Motion),2.0,Universitat Rovira i Virgili,2.0,,,China National 973,4,Niclas Hardman,2.0
PROMISE,2.0,"CAS Key Laboratory of Network Data Science and Technology, Institute of Computing Technology",2.0,,,"973), China",4,C Sminchisescu,2.0
APCHI 2012 Conference,2.0,Open Access Publication Fund of Charite-Universitatsmedizin Berlin,2.0,,,Center for Information Technology Research in the Internet Society,4,Xiaoyun Wang,2.0
Functional Control of Biomolecular Systems and Subsidy for Kobe Biomedical Innovation Cluster,2.0,Asociacion de Universidades Grupo Montevideo,2.0,,,Mid-career Researcher Program,4,Gabriel Lepetit-Aimon,2.0
dbGAP,2.0,Ulsan Metropolitan City,2.0,,,Czech government,4,Helen Truby,2.0
International Trauma Research Network,2.0,Bedford VA Medical Center,2.0,,,"Science for Equity Empowerment and Development Division under Department of Science and Technology, New Delhi, India",4,Ingrid Hove,2.0
Vascular Biomechanics Assessment,2.0,University of Wollongong Vice Chancellor's Postdoctoral Research Fellowship,2.0,,,National Institute of Science and Technology (NIUST),4,Michelle Gattshall,2.0
MVCN,2.0,Tecnologico Nacional de Mexico,2.0,,,Young and Well Cooperative Research Centre,4,Kelly Herbst,2.0
Faculty Development Programme,2.0,PhD Degree Program NTU-TU Darmstadt,2.0,,,Operational Programme for Human Resources Development for the Period 2007-2013,4,J. Chen.,2.0
Microsoft SEIF'13 award,2.0,"Innovation Office, Gothenburg",2.0,,,NSF CBET-1250171,4,ChrisWong Quiles,2.0
Health Market Quality Program,2.0,Univ. Paris 13,2.0,,,Open Project Funding of CAS Key Lab of Network Data Science and Technology,4,Chrystin Garland,2.0
Development of IIoT-based manufacturing testbeds for the Korean manufacturing equipment industry,2.0,Center for Predictive Computational Phenotyping,2.0,,,Research Group,4,Maja Wilhelmsen,2.0
EuHEA in Paris,2.0,"Asociacin Universitaria Iberoamericana de Postgrado, AUIP",2.0,,,"QAMEL, Germany",4,D. Luengo,2.0
Measuring the Performance of Research,2.0,Commonwealth of Massachusetts,2.0,,,Anhui Education Natural Science Foundation,4,Bangli Lu,2.0
