MISC,freq,UNI,freq.1,COR,freq.2,FUND,freq.3,IND,freq.4
y sustentabilidad de la cadena productiva de leche de bovino en Mexico,3.0,USAID BASIS Research Program,3.0,,,Central Bank of Malaysia Shari'ah,4.0,Ivan Canay,7
23rd Conference on the Theories and Practices of Securities and Financial Markets,3.0,Universita Cattolica del Sacro Cuore of Piacenza (Italy),3.0,,,DFG Zukunftskonzept,4.0,Rodrigo Wagner,7
French Finance Association,3.0,CREED/University of Amsterdam,3.0,,,Project of Key Research Institute of Humanities & Social Science in Jiangxi Province,4.0,Susanto Basu,7
"Governance, Market Strategies, and Sustainable Performance",3.0,East West University & Independent Research and Evaluation Cell (IERC),3.0,,,Research Foundation of Ministry of Education of China,4.0,V. V. Chari,7
Masters and Doctoral Support Programme,3.0,Center for Studies in Demography and Ecology at the University of Washington,3.0,,,Shandong Independent Innovation and Achievement Transformation Special Fund of China,4.0,Fredriksson,7
NIHR Journals Library,3.0,Center for Health and Wellbeing,3.0,,,federal state of Baden-Wurttemberg,4.0,Hannu Vartiainen,7
EALE conference,3.0,Research Committee,3.0,,,JSPS Grant-in aid,4.0,Peter Eso,7
SFI,3.0,National University Transportation Center for Mobility,3.0,,,Clean Development Mechanism Fund of China,4.0,Dominik Hangartner,7
Horizon 2020 research and innovation program,3.0,Berkeley Food Institute,3.0,,,Japanese Economic Association (JEA),4.0,Ed deHaan,7
2017 Spring Meeting of the Japan Society of International Economics,3.0,Sussex University,3.0,,,Energy Information Administration of the U.S. Department of Energy,4.0,Marco Runkel,7
Economic Science Association meeting,3.0,SUNY Stony Brook,3.0,,,ERC Consolidator Grant,4.0,Dean Corbae,7
4th World Congress of the Game Theory Society in Istanbul,3.0,Montana State University Department of Agricultural Economics and Economics,3.0,,,Chiang Ching Kuo Foundation (CCKF),4.0,Richard Frankel,7
ESRC Data Archive,3.0,Healthy Foods,3.0,,,USAID Zambia Mission (USAID/Zambia),4.0,Edith Elkind,7
Public Health Research Division at RTI International,3.0,Kookmin University,3.0,,,Jiangsu Center for Food Security Studies,4.0,Ulrich Matter,7
2012 Korea Accounting Association,3.0,School of Forest Resources and Conservation,3.0,,,Provence-Alpes-Cote-d'Azur (PACA) Regional Council,4.0,Steve Berry,7
New Delhi,3.0,Penn State Great Valley,3.0,,,Finnish Employees' Foundation,4.0,Duncan Thomas,7
NBER Health Care meeting,3.0,West Virginia Agricultural Experiment Station,3.0,,,"NWO, Innovation Research Incentive Scheme (VIDI)",4.0,Steve Barley,7
Research & Development Operational Programme,3.0,CEU,3.0,,,Japan Foundation Center for Global Partnership,4.0,Loriano Mancini,7
2013 Young Scholars Nordic FinanceWorkshop,3.0,Graduate School of Public and International Affairs,3.0,,,Regione Sardegna,4.0,Craig Crossland,7
"31st International Symposium on Money, Banking and Finance (GdRE - Lyon",3.0,Graduate Research Fellowship,3.0,,,Shared Hierarchical Academic Research Computing Network,4.0,Jonathan Colmer,7
IBM,3.0,"Fayetteville, Arkansas",3.0,,,Open Project of Key Laboratory of Big Data Mining and Knowledge Management,4.0,Hakan J. Holm,7
UECE Lisbon Meetings Game Theory and Applications 2013,3.0,Roslin Institute,3.0,,,Ministry of Energy and Natural Resources (MENR),4.0,Kasper Nielsen,7
2013 Agricultural and Applied Economics Association annual meeting in Washington,3.0,Thai Nguyen University of Agriculture and Forestry,3.0,,,Public Health Institute,4.0,Robert Moffitt,7
RAIN,3.0,Aberystwyth University,3.0,,,Swiss State Secretariat for Education Research and Innovation (SERI),4.0,Ravi Bansal,7
Global Conference on Economic Geography 2015 in Oxford,3.0,Binghamton,3.0,,,National Natural Sciences Funds of China,4.0,Neil Cummins,7
CFTC Conference on Commodity Markets,3.0,Griffith University Postgraduate Students Association (GUPSA),3.0,,,Politica Linguistica y Cultura del Gobiemo Vasco,4.0,David Hugh-Jones,7
Climate Change,3.0,University of Buenos Aires,3.0,,,Guthrie Center for Real Estate Research,4.0,James Dana,7
Montana Stockgrowers Association,3.0,"The Institute of Cotton Research, Anyang, China",3.0,,,UK Economic and Social Research Council-funded,4.0,Zhiwei Xu,7
2013 European Association of Environmental and Resource Economics Annual Conference,3.0,Institute for Food and Agricultural Economics,3.0,,,Wing Hang Bank Endowed Professorship in Business Administration,4.0,Gene Fama,7
Vernieuwingsimpuls' program,3.0,Dept. of Industrial Engineering,3.0,,,Program for Liaoning Excellent Talents,4.0,Bjorn Vollan,7
11th SAET Conference,3.0,University of Zaragoza-Fundacion Emprender en Aragon,3.0,,,AGER Foundation,4.0,Anmol Bhandari,7
Hunan Youth Talents Program,3.0,"University of Washington, Seattle",3.0,,,"National Research Initiative of the National Institute of Food and Agriculture, USDA",4.0,Torbjorn Haegeland,7
"Work, Employment and Society",3.0,IRB,3.0,,,Chartered Accountants Australia,4.0,Yair Antler,7
CREI conference,3.0,Kellogg Biological Station,3.0,,,Economic and Social Research Council Future Research Leaders,4.0,Mark Carey,7
XVI Annual Inflation Targeting Seminar of the Banco Central,3.0,Swedish Royal Academy of Sciences,3.0,,,Purdue Improved Crop Storage (PICS3),4.0,Esa Jokivuolle,7
2013 North American ESA,3.0,Boston Retirement Research Center,3.0,,,Templeton World Charity Foundation,4.0,Sonia Jaffe,7
"Metrics, Models and Foresight for European SUStainable Food And Nutrition Security",3.0,Center for Industrial Research and Services,3.0,,,Major Program of the National Planning Office of Philosophy and Social Science,4.0,Joel Watson,7
Minerals Futures Collaboration Cluster,3.0,Research Institute of Innovation and Governance Studies,3.0,,,JSPS Fellows,4.0,Gil Sadka,7
SETA 2016,3.0,Hausdorff Research Institute for Mathematics,3.0,,,Assets and Market Access Collaborative Research Support Programme),4.0,Jill McCluskey,7
Systemic Risk,3.0,"Research School of Finance, Actuarial Studies and Statistics",3.0,,,Small Research Grant,4.0,Shunsuke Managi,7
15th IAEE European Conference in Vienna,3.0,Jawaharlal Nehru University,3.0,,,Spanish Impact Evaluation Fund (SIEF),4.0,John Anderson,7
ERES,3.0,Scientific Research Projects Coordination Unit,3.0,,,Bertelsmann Foundation,4.0,Gyongyi Loranth,7
INRA Dijon,3.0,Korea Institute for Industrial Economics and Trade,3.0,,,Sectorial Operational Programme Human Resources Development (SOP HRD),4.0,Robert Dittmar,7
IFREMER,3.0,"Lisbon School of Economics and Management, Universidade de Lisboa",3.0,,,"The Capes Foundation, Ministry of Education of Brazil",4.0,Fischer,7
LACEA/LAMES 2016,3.0,University of Amsterdam Business School,3.0,,,Grants for Distinguished Young Researchers,4.0,Vinnova,7
NASM in Minneapolis,3.0,Food Security III Cooperative Agreement,3.0,,,French Embassy in Romania,4.0,Javier Hualde,7
DC Trade Study Group,3.0,Leitner Center at Yale,3.0,,,ESRC/ORA,4.0,Jan Werner,7
RUMiC,3.0,China Academy of Financial Research,3.0,,,"Consultative Group for International Agricultural Research (CGIAR) Research Program on Policies, institutions, and Markets",4.0,Yonas Alem,7
EMS 2016,3.0,Folke Bernadotte Academy of Sweden,3.0,,,Kenya Agricultural and Livestock Research Organization (KALRO),4.0,Massimo Marinacci,7
citizen education program about power grid expansion in Germany,3.0,University of Texas-Pan American (UTPA),3.0,,,Conference on Energy Finance,4.0,Brit Grosskopf,7
ImPRovE: Poverty Reduction in Europe: Social Policy and Innovation,3.0,Workshop in Macroeconomic Research at Liberal Arts Colleges,3.0,,,Association for Public Policy Analysis and Management (APPAM),4.0,Kevin Sheppard,7
EFMA 2016,3.0,CORE,3.0,,,China National Natural Science Funds for Distinguished Young Scholar,4.0,Nicodemo De Vito,7
Colorado State Experiment,3.0,Norwegian Agricultural Economics Research Institute,3.0,,,"Operational Competitiveness and Internationalization Program, Portugal (COMPETE 2020",4.0,Yamada,7
WWWforEurope project,3.0,Broom Center for Demography,3.0,,,Russian Federation Government,4.0,Max Schanzenbach,7
Australian Public Service Commission (APSC),3.0,Magdeburg University,3.0,,,Caesar's foundation,4.0,Amihai Glazer,7
INNOVINE & WINE,3.0,International Institute of Forecasters,3.0,,,Laurier Centre for Economic Research  Policy Analysis (LCERPA),4.0,Hideshi Itoh,7
"Behavioural, Knowledge and Economic Aspects of Trading and Valuation of Financial and Other Assets",3.0,WIFO Vienna,3.0,,,Lower Saxony Ministry for Science and Culture (MWK),4.0,Jonathan Morduch,7
IMEBE conference in Castellon,3.0,Becker Friedman Institute for Research in Economics,3.0,,,"XXI Encuentro de Economia Publica (Girona, Spain)",4.0,Thorsten Chmura,7
"Kiel Institute for the World Economy, Germany",3.0,Universidade do Minho,3.0,,,DACH research program Innovation Networks for Regional Development,4.0,Heather Anderson,7
FAO-ESA in Rome,3.0,Xavier University,3.0,,,"Ministry of Education (MOE, Korea)",4.0,Brian Mittendorf,7
Arne Ryde Workshop,3.0,University of Prague,3.0,,,Department of the Environment,4.0,Philip Jung,7
Sustainable Architecture for Finance in Europe,3.0,Jiangsu Overseas Research & Training Program for University Prominent Young & Middle-aged Teachers,3.0,,,Monetary Policy Committee,4.0,Darren Lubotsky,7
Food Bank of the Southern Tier,3.0,Center for Advanced Studies,3.0,,,ALC-BRT Centre of Excellence,4.0,Kurt Mitman,7
NDA,3.0,Research Center of Agricultural Insurance of Nankai Univerisity,3.0,,,Colorado Agricultural Experiment Station,4.0,Leonardo Melosi,7
Leibniz Association,3.0,Pwani University,3.0,,,ESRC/DFID,4.0,Tobias Seidel,7
ReLog,3.0,Social Sciences Brown Bag Series at Colgate University,3.0,,,Finnish Savings Banks Group Research Foundation,4.0,Bo Becker,7
Monash Centre for Quantitative Finance and Investment Strategies,3.0,"University of Milano-Bicocca, Milan, Italy",3.0,,,Natural Science Foundation Projects,4.0,Charles van Marrewijk,7
Macroeconomic Forecasting in Great Crisis,3.0,"National Research University of Information Technologies, Mechanics and Optics (ITMO)",3.0,,,Russian Federation,4.0,Mark Nelson,7
HGCA,3.0,Innovation Technology for Agro-food and Environmental Sciences,3.0,,,IOB Research Fund,4.0,Brian Knight,7
Applied Research Program,3.0,Universite d'Angers,3.0,,,Ewing Kauffman Foundation,4.0,Joao Victor Issler,7
"16th Annual Conference on Global Economic Analysis, Shanghai",3.0,Carl H. Lindner College of Business,3.0,,,Oxford Clarendon Fund,4.0,Albert Ma,7
ESPE annual conference,3.0,Harvard University Asia Center,3.0,,,US Department of Defense Minerva research initiative,4.0,Fabio Sabatini,7
2015 Midwest Economic Theory Conference,3.0,Universite Catholique de Louvain in Belgium,3.0,,,CME Foundation,4.0,Eric Maurin,7
post-Kyoto regime,3.0,University of Cantabria Foundation for Education and Research,3.0,,,Collaborative Research Center Statistical Modeling of Nonlinear Dynamic Processes,4.0,Berber Kramer,7
NRCRI,3.0,University of Toulouse 1 Capitole,3.0,,,Forte,4.0,John Weyant,7
TCDOFT,3.0,Yale Center for Business and the Environment,3.0,,,Regional Government of Madeira,4.0,Nathaniel Jensen,7
Microsoft Research New England,3.0,Hangzhou Dianzi University,3.0,,,Polish National Science Center (Narodowe Centrum Nauki),4.0,Inmoo Lee,7
NBER International Seminar on Macroeconomics 2018,3.0,Center for Food Security Studies in Jiangsu,3.0,,,Centre d'Economie de la Sorbonne,4.0,Pedersen,7
Maitre de Conferences,3.0,University of Hawaii Economic Research Organization (UHERO),3.0,,,Hawai'i Community Foundation,4.0,Raphael Soubeyran,7
IVT,3.0,Stanford University and Resources for the Future,3.0,,,U.S. Coast Guard,4.0,Matteo Iacoviello,7
9th Annual Meeting of the Portuguese Economic Journal (PEJ),3.0,SPU,3.0,,,Employment and Business Dynamics Observatory,4.0,Katja Seim,7
Sargan Lecture,3.0,Salisbury University,3.0,,,Tauno Tonning Foundation,4.0,Olav Sorenson,7
IFPRI/ESCWA conference,3.0,Center for Modern Grain Circulation and Security Collaborative Innovation in Nanjing University of Finance and Economics,3.0,,,H2020-MSCA-RISE project GEMCLIME-2020,4.0,Claire Lelarge,7
Durable Rust Resistance in Wheat (DRRW),3.0,Project of Innovation at Sichuan University,3.0,,,U.S. Department of Agriculture Forest Service,4.0,Shi Li,7
AEA Meetings in San Francisco,3.0,"Brawijaya University, Indonesia",3.0,,,Research Group Project,4.0,Svenn Jensen,7
Finansinspektionen,3.0,J.P. Morgan Center for Commodities,3.0,,,Kone Foundation,4.0,Greg Udell,7
2014 SAET Conference in Tokyo,3.0,University of Novi Sad,3.0,,,Economic and Social Research Council of the United Kingdom,4.0,Takeshi Yamada,7
HEC-Paris,3.0,UGA Athletic Association,3.0,,,Swedish Foundation for Strategic Environmental Research,4.0,Solomon Hsiang,7
2011 ASAC Meetings,3.0,Autonoma Barcelona,3.0,,,Shanxi Province Postdoctoral Science Foundation,4.0,Irenaeus Wolff,7
ESA World Meeting,3.0,Davidson College,3.0,,,Linking Environment and Agriculture Research Network (LEARN),4.0,Fredrik Heyman,7
French Economic Association,3.0,Lehigh University (Economics and Psychology Departments,3.0,,,RCUK Energy programme,4.0,Nabanita Datta Gupta,7
TP3 Design of Incentive Schemes within Firms: Bonus Systems and Performance Evaluations',3.0,Focused Research of Osaka Sangyo University,3.0,,,Philosophy and Social Science of Jiangsu Higher Education Institutions,4.0,Gary Dushnitsky,7
2012 American Society of Health Economists Annual Conference,3.0,American Institute of Indian Studies,3.0,,,Finnish Foundation for the Advancement of Security Markets,4.0,Kwanho Shin,7
Wanjiang Economic Forum (WEF),3.0,"California State University, Northridge",3.0,,,IDS,4.0,Simon Clinet,7
"10th EMAEE Conference, Strasbourg",3.0,"Mohammad Bin Fahd University, Saudi Arabia",3.0,,,Italian Statistical Office (ISTAT),4.0,Sue Wright,7
97th Transportation Research Board Annual Meeting,3.0,College de France,3.0,,,Health Resources and Services Administration,4.0,Scott Duke Kominers,7
DGF Annual Meetings 2012,3.0,University of Applied Sciences Western Switzerland (HES-SO),3.0,,,U.S. Food and Drug Administration (FDA),4.0,Adlai Fisher,7
PRESTIGE programme,3.0,China Academy for Rural Development,3.0,,,FYM Etudes,4.0,James Choi,7
ESEM 2014,3.0,BYU,3.0,,,Russian Science Foundation grant,4.0,Michael Faure,7
2016 Duke/UNC Fall Camp,3.0,Emerging Fields Initative,3.0,,,European,4.0,Andre Lucas,7
Minimizing longevity and investment risk,3.0,"California State University Agricultural Research Initiative Campus Competitive Grant, San Luis Obispo",3.0,,,Humanity & Social Science Funds,4.0,Carsten Eckel,7
EFMA Conference in Rome,3.0,University of Sharjah,3.0,,,Ministry of Housing and Urban-Rural Development of China,4.0,Julien Daubanes,7
Danmarks Nationalbank,3.0,"Centre for Studies in Social Sciences, Calcutta",3.0,,,"Japan Society for the Promotion of Science and the Ministry of Education, Culture, Sports, Science and Technology of the Japanese Government",4.0,Stacey Chen,7
"European Association of Environmental and Resource Economists 19th Annual Conference (June 2012, Prague)",3.0,Innovation Team Program of China University of Mining and Technology,3.0,,,program Investissements d'Avenir of the French government,4.0,Nadia Massoud,7
2017 ESA European Meeting,3.0,Research Nucleus on Environmental and Natural Resource Economics,3.0,,,ESSEC Alumni Foundation,4.0,Peter Cappelli,7
CORIGAP-project,3.0,Graduate and Professional Students Association,3.0,,,Alberta Innovates,4.0,Brian Williams,7
NIEHS,3.0,Center for the Americas at Vanderbilt University,3.0,,,Knowledge for Change Program,4.0,Kehinde Ajayi,7
International Institute of Public Finance 2015 Congress,3.0,Desert Research Institute,3.0,,,ActionAid Myanmar,4.0,Marco Palma,7
"Financial Markets and Corporate Governance Conference, Melbourne, Australia",3.0,IMT of Lucca,3.0,,,"Department of Risk, Insurance and Healthcare Management",4.0,Scott Ashworth,7
SWELL-FER: Subjective Well-being and Fertility,3.0,International Studies and Programs of University of Missouri-St. Louis,3.0,,,SSHRC Doctoral Fellowship,4.0,Mike Woodford,7
SFER-INRA-CIRAD,3.0,ETH,3.0,,,British Academy/Leverhulme grant,4.0,Zachary S. Brown,7
North American ESA Meetings in Santa Cruz,3.0,Roadway Safety Institute,3.0,,,Norian Fund,4.0,Francisco Alpizar,7
Research on Cohorts,3.0,UCM,3.0,,,"Spanish Ministry of the Economy, Industry and Competitiveness",4.0,John Spraggon,7
"CGIAR Research Program on Climate Change, Agriculture and Food Security (CCAFS)",3.0,Hull University,3.0,,,UNDP,4.0,Bruce Preston,7
SNU Workshop on Advances in Microeconometrics (2015,3.0,CSAE (Oxford),3.0,,,Commonwealth Environment Research Facilities Program (CERF),4.0,Thomas Kick,7
XII Brucchi Luchino workshop,3.0,Institute of Biostatistics and Actuarial Sciences (ISBA),3.0,,,Australian Research Council's Linkage Projects funding scheme,4.0,Sanjay K. Chugh,7
CIREM,3.0,Meisei University,3.0,,,Regional Council of Aquitaine,4.0,Brown,7
AERE,3.0,Department of Economics of Groningen University,3.0,,,Helios Education Foundation,4.0,Bjorn Hagstromer,7
